what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1413772816741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413772820496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413772916753
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413772918117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773399603
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773400974
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773403485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773444510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773467105
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773468167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413773469223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413774042868
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413774047904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413774091923
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413774094102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413774096747
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413774111692
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413774113639
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413774114911
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413774114912
