what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413519880189
java.vm.specification.version,sysinfo,,,"1.0",1413519880189
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1413519880189
java.vm.version,sysinfo,,,"20.10-b01",1413519880189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519885693
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1413519889945
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1413519889966
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1413519897630
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1413519897637
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519899292
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1413519899361
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1413519899450
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1413519899606
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1413519899644
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1413519899668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519900108
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1413519902671
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1413519902686
closed,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1413519902699
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1413519904240
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519905775
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1413519905881
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519907430
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1413519930721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1413519931254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1413519931254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519931273
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1413519934148
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1413519937625
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1413519939299
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1413519939321
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1413519939553
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413519939966
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413519940575
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519940635
error,log,,,"Invalid ZIP archive: lib/SynchroFLOWVersion.properties [in test]",1413519940767
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1413519940778
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1413519941219
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413519942350
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519946853
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1413519948334
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1413519949358
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1413519949416
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1413519949482
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1413519949504
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1413519949541
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1413519949572
started,bundle,org.eclipse.ant.core,3.2.200.v20100427,"org.eclipse.ant.core",1413519949725
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1413519950381
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413519950595
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519957338
opened,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413519959343
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413519959519
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519959559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519960347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413519973350
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413519975911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413519985738
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1413519988414
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413519993806
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1413519996527
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1413519996528
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520045053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520171125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520172823
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520187454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520188515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520191078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413520193157
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413522781016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413522783093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413523860114
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413523863429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413523912192
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413523976723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413523979721
error,log,,,"Invalid ZIP archive: lib/SynchroFLOWVersion.properties [in test]",1413523982615
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413524010009
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1413524013064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524019007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524071896
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413524074131
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1413524088010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524094183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524095926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524096701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524098339
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524099535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524166416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524167769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524267319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524269829
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524616486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524620779
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413524682017
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413524683286
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413525105785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525110144
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525119396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525127114
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1413525151354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525151377
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525164978
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1413525173566
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1413525173620
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525173794
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525177568
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1413525177568
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413525178583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525180952
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1413525183136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525183156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525188928
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1413525193746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525194266
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525194379
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525194465
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525200359
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1413525201200
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525201814
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525202601
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1413525203848
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413525204039
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525304704
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525491008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1413525497391
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525498203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1413525501183
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1413525501625
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1413525673908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1413525712669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1413525714526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525819835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525820040
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525823642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525823811
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525827723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525827919
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525836370
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525836563
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525839101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525839291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525844492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525846336
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525846511
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525849978
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413525852416
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1413525853881
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525857315
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1413525858447
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525858465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525861278
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1413525862373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525862395
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525879104
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413525879348
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525879362
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525881473
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525883289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525883485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525886364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1413525887719
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525893461
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525895786
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1413525916501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525926391
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525927979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525931338
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525931530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525943147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1413525947151
